location_id,sku_id,assorted,mrp_minor,selling_price_minor,unit_cogs_minor,unit_variable_cost_minor,on_hand_quantity,safety_buffer
"loc_qm_koramangala","QM-MTS-0105-A","true","22600","21000","12180","2100","17","3"
"loc_qm_indiranagar","QM-MTS-0105-A","true","22300","21200","12296","1696","41","3"
"loc_qm_koramangala","QM-MTS-0106-A","true","22200","20850","13657","1877","22","3"
"loc_qm_bellandur","QM-MTS-0107-A","true","22200","21300","13952","1491","4","3"
"loc_qm_koramangala","QM-MTS-0108-A","true","22100","21200","14416","1484","32","3"
"loc_qm_indiranagar","QM-MTS-0108-A","true","22400","21500","12470","1505","20","3"
"loc_qm_bellandur","QM-MTS-0109-A","true","22300","21400","12947","1498","48","3"
"loc_qm_indiranagar","QM-MTS-0109-A","true","22200","21100","12238","1688","13","3"
"loc_qm_bellandur","QM-MTS-0110-A","true","22000","21100","12238","1477","24","3"
"loc_qm_indiranagar","QM-MTS-0110-A","true","22000","20700","12006","1863","6","3"
"loc_qm_koramangala","QM-MTS-0111-A","true","22300","21200","13886","1696","47","3"
"loc_qm_bellandur","QM-MTS-0112-A","true","22100","21200","13886","1484","22","3"
"loc_qm_bellandur","QM-MTS-0113-A","true","22500","21600","13608","1512","44","3"
"loc_qm_indiranagar","QM-MTS-0113-A","true","22100","21000","12180","1680","31","3"
"loc_qm_koramangala","QM-MTS-0114-A","true","22500","21150","13325","1904","16","3"
"loc_qm_indiranagar","QM-MTS-0114-A","true","22600","21250","12325","1913","24","3"
"loc_qm_bellandur","QM-MTS-0115-A","true","22600","21700","12586","1519","42","3"
"loc_qm_indiranagar","QM-MTS-0115-A","true","22400","20850","12093","2085","17","3"
"loc_qm_koramangala","QM-MTS-0116-A","true","22400","21500","14083","1505","26","3"
"loc_qm_bellandur","QM-MTS-0117-A","true","22000","21100","13821","1477","40","3"
"loc_qm_bellandur","QM-MTS-0118-A","true","22400","21500","13545","1505","16","3"
"loc_qm_indiranagar","QM-MTS-0118-A","true","22500","21150","12267","1904","42","3"
"loc_qm_bellandur","QM-MTS-0119-A","true","22100","21200","12826","1484","38","3"
"loc_qm_indiranagar","QM-MTS-0119-A","true","22300","20750","12035","2075","35","3"
"loc_qm_koramangala","QM-MTS-0120-A","true","22200","21300","12354","1491","46","3"
"loc_qm_indiranagar","QM-MTS-0120-A","true","22100","21200","12296","1484","28","3"
"loc_qm_koramangala","QM-HOU-0121-A","true","7500","6900","4520","690","5","8"
"loc_qm_bellandur","QM-HOU-0122-A","true","7600","7200","4716","504","12","8"
"loc_qm_koramangala","QM-HOU-0123-A","true","7400","6800","4624","544","15","9"
"loc_qm_indiranagar","QM-HOU-0123-A","true","7200","6500","3770","650","7","5"
"loc_qm_bellandur","QM-HOU-0124-A","true","7000","6500","3933","455","10","6"
"loc_qm_indiranagar","QM-HOU-0124-A","true","7000","6350","3683","445","46","5"
"loc_qm_bellandur","QM-HOU-0125-A","true","7400","7050","4089","494","32","5"
"loc_qm_indiranagar","QM-HOU-0125-A","true","7500","6900","4002","552","39","5"
"loc_qm_koramangala","QM-HOU-0126-A","true","7600","7200","4716","648","30","8"
"loc_qm_bellandur","QM-HOU-0127-A","true","7500","6950","4552","487","30","8"
"loc_qm_bellandur","QM-HOU-0128-A","true","7200","6850","4316","480","6","7"
"loc_qm_indiranagar","QM-HOU-0128-A","true","7600","7200","4176","504","18","5"
"loc_qm_koramangala","QM-HOU-0129-A","true","7100","6550","4127","655","45","7"
"loc_qm_indiranagar","QM-HOU-0129-A","true","7400","6650","3857","532","11","5"
"loc_qm_bellandur","QM-HOU-0130-A","true","7300","6800","3944","476","4","5"
"loc_qm_indiranagar","QM-HOU-0130-A","true","7200","6550","3799","590","4","5"
"loc_qm_koramangala","QM-HOU-0131-A","true","7000","6450","4225","516","9","8"
"loc_qm_bellandur","QM-HOU-0132-A","false","7400","6750","4421","473","0","8"
"loc_qm_bellandur","QM-HOU-0133-A","true","7100","6600","4158","462","24","7"
"loc_qm_indiranagar","QM-HOU-0133-A","true","7300","6850","3973","548","29","5"
"loc_qm_bellandur","QM-HOU-0134-A","true","7500","7150","4326","501","46","6"
"loc_qm_indiranagar","QM-HOU-0134-A","true","7100","6750","3915","608","22","5"
"loc_qm_koramangala","QM-HOU-0135-A","true","7500","6900","4002","552","29","5"
"loc_qm_indiranagar","QM-HOU-0135-A","true","7600","6850","3973","685","15","5"
"loc_qm_koramangala","QM-HOU-0136-A","true","7100","6750","4421","473","34","8"
"loc_qm_bellandur","QM-HOU-0137-A","true","7300","6950","4552","487","20","8"
"loc_qm_koramangala","QM-HOU-0138-A","true","7000","6650","4522","599","44","9"
"loc_qm_indiranagar","QM-HOU-0138-A","true","7000","6500","3770","585","40","5"
"loc_qm_bellandur","QM-HOU-0139-A","true","7400","6900","4175","483","18","6"
"loc_qm_indiranagar","QM-HOU-0139-A","true","7500","7050","4089","705","33","5"
"loc_qm_bellandur","QM-HOU-0140-A","true","7100","6750","3915","473","40","5"
"loc_qm_indiranagar","QM-HOU-0140-A","true","7300","6950","4031","487","26","5"
"loc_qm_koramangala","QM-HOU-0141-A","true","7200","6600","4323","660","13","8"
"loc_qm_bellandur","QM-HOU-0142-A","true","7200","6700","4389","469","38","8"
"loc_qm_bellandur","QM-HOU-0143-A","true","7600","7200","4536","504","14","7"
"loc_qm_indiranagar","QM-HOU-0143-A","true","7400","6800","3944","680","5","5"
"loc_qm_koramangala","QM-HOU-0144-A","true","7400","7050","4442","494","28","7"
"loc_qm_indiranagar","QM-HOU-0144-A","true","7200","6700","3886","469","44","5"
"loc_qm_bellandur","QM-HOU-0145-A","true","7000","6500","3770","455","12","5"
"loc_qm_indiranagar","QM-HOU-0145-A","true","7000","6600","3828","528","37","5"
"loc_qm_koramangala","QM-HOU-0146-A","true","7300","6950","4552","626","38","8"
"loc_qm_bellandur","QM-HOU-0147-A","true","7100","6450","4225","452","10","8"
"loc_qm_bellandur","QM-HOU-0148-A","true","7500","6950","4379","487","32","7"
"loc_qm_indiranagar","QM-HOU-0148-A","true","7100","6450","3741","452","16","5"
"loc_qm_bellandur","QM-HOU-0149-A","true","7200","6850","4144","480","8","6"
"loc_qm_indiranagar","QM-HOU-0149-A","true","7600","7000","4060","560","9","5"
"loc_qm_koramangala","QM-HOU-0150-A","true","7100","6750","3915","608","12","5"
"loc_qm_indiranagar","QM-HOU-0150-A","true","7400","6900","4002","621","48","5"
"loc_qm_koramangala","QM-PER-0151-A","true","9400","8650","5666","692","17","8"
"loc_qm_bellandur","QM-PER-0152-A","true","9000","8550","5600","599","28","8"
"loc_qm_koramangala","QM-PER-0153-A","true","9300","8550","5814","855","27","9"
"loc_qm_indiranagar","QM-PER-0153-A","true","9500","8550","4959","684","27","5"
"loc_qm_bellandur","QM-PER-0154-A","true","9100","8450","5112","592","26","6"
"loc_qm_indiranagar","QM-PER-0154-A","true","9300","8450","4901","761","20","5"
"loc_qm_bellandur","QM-PER-0155-A","true","9500","9050","5249","634","48","5"
"loc_qm_indiranagar","QM-PER-0155-A","true","9100","8350","4843","835","13","5"
"loc_qm_koramangala","QM-PER-0156-A","true","9500","9050","5928","634","42","8"
"loc_qm_bellandur","QM-PER-0157-A","true","9600","8950","5862","627","46","8"
"loc_qm_bellandur","QM-PER-0158-A","true","9300","8850","5576","620","22","7"
"loc_qm_indiranagar","QM-PER-0158-A","true","9200","8750","5075","788","38","5"
"loc_qm_koramangala","QM-PER-0159-A","true","9000","8300","5229","664","11","7"
"loc_qm_indiranagar","QM-PER-0159-A","true","9000","8100","4698","810","31","5"
"loc_qm_bellandur","QM-PER-0160-A","true","9400","8750","5075","613","20","5"
"loc_qm_indiranagar","QM-PER-0160-A","true","9500","8650","5017","606","24","5"
"loc_qm_koramangala","QM-PER-0161-A","false","9600","8850","5797","885","0","8"
"loc_qm_bellandur","QM-PER-0162-A","true","9500","8650","5666","606","18","8"
"loc_qm_bellandur","QM-PER-0163-A","true","9200","8550","5387","599","40","7"
"loc_qm_indiranagar","QM-PER-0163-A","true","9600","9000","5220","900","49","5"
"loc_qm_bellandur","QM-PER-0164-A","true","9600","9100","5506","637","16","6"
"loc_qm_indiranagar","QM-PER-0164-A","true","9400","8950","5191","627","42","5"
"loc_qm_koramangala","QM-PER-0165-A","true","9400","8650","5017","865","41","5"
"loc_qm_indiranagar","QM-PER-0165-A","true","9200","8300","4814","664","35","5"
"loc_qm_koramangala","QM-PER-0166-A","true","9000","8550","5600","770","46","8"
"loc_qm_bellandur","QM-PER-0167-A","true","9400","8950","5862","627","36","8"
"loc_qm_koramangala","QM-PER-0168-A","true","9600","9100","6188","637","10","9"
"loc_qm_indiranagar","QM-PER-0168-A","true","9300","8650","5017","606","14","5"
"loc_qm_bellandur","QM-PER-0169-A","true","9500","8850","5354","620","34","6"
"loc_qm_indiranagar","QM-PER-0169-A","true","9100","8550","4959","684","7","5"
"loc_qm_bellandur","QM-PER-0170-A","true","9200","8750","5075","613","10","5"
"loc_qm_indiranagar","QM-PER-0170-A","true","9600","9100","5278","819","46","5"
"loc_qm_koramangala","QM-PER-0171-A","true","9100","8350","5469","668","25","8"
"loc_qm_bellandur","QM-PER-0172-A","true","9300","8650","5666","606","8","8"
"loc_qm_bellandur","QM-PER-0173-A","true","9000","8550","5387","599","30","7"
"loc_qm_indiranagar","QM-PER-0173-A","true","9000","8300","4814","664","25","5"
"loc_qm_koramangala","QM-PER-0174-A","true","9300","8850","5576","797","40","7"
"loc_qm_indiranagar","QM-PER-0174-A","true","9500","8850","5133","797","18","5"
"loc_qm_bellandur","QM-PER-0175-A","true","9100","8450","4901","592","28","5"
"loc_qm_indiranagar","QM-PER-0175-A","true","9300","8750","5075","875","11","5"
"loc_qm_koramangala","QM-PER-0176-A","true","9200","8750","5731","613","4","8"
"loc_qm_bellandur","QM-PER-0177-A","true","9200","8350","5469","585","26","8"
"loc_qm_bellandur","QM-PER-0178-A","true","9600","8950","5639","627","48","7"
"loc_qm_indiranagar","QM-PER-0178-A","true","9400","8550","4959","770","36","5"
"loc_qm_bellandur","QM-PER-0179-A","true","9300","8850","5354","620","24","6"
"loc_qm_indiranagar","QM-PER-0179-A","true","9200","8450","4901","845","29","5"
"loc_qm_koramangala","QM-PER-0180-A","true","9000","8550","4959","599","24","5"
"loc_qm_indiranagar","QM-PER-0180-A","true","9000","8350","4843","585","22","5"
"loc_qm_koramangala","QM-PAN-0181-A","true","8300","7650","5011","765","29","8"
"loc_qm_bellandur","QM-PAN-0182-A","true","8100","7700","5044","539","44","8"
"loc_qm_koramangala","QM-PAN-0183-A","true","8200","7550","5134","604","39","9"
"loc_qm_indiranagar","QM-PAN-0183-A","true","8100","7300","4234","730","47","5"
"loc_qm_bellandur","QM-PAN-0184-A","true","8200","7650","4628","536","42","6"
"loc_qm_indiranagar","QM-PAN-0184-A","true","8600","7850","4553","550","40","5"
"loc_qm_bellandur","QM-PAN-0185-A","true","8600","8150","4727","571","18","5"
"loc_qm_indiranagar","QM-PAN-0185-A","true","8400","7750","4495","620","33","5"
"loc_qm_koramangala","QM-PAN-0186-A","true","8400","8000","5240","720","8","8"
"loc_qm_bellandur","QM-PAN-0187-A","true","8000","7450","4880","522","16","8"
"loc_qm_bellandur","QM-PAN-0188-A","true","8400","8000","5040","560","38","7"
"loc_qm_indiranagar","QM-PAN-0188-A","true","8500","8100","4698","567","12","5"
"loc_qm_koramangala","QM-PAN-0189-A","true","8600","7900","4977","790","23","7"
"loc_qm_indiranagar","QM-PAN-0189-A","true","8300","7450","4321","596","5","5"
"loc_qm_bellandur","QM-PAN-0190-A","false","8500","7900","4582","553","0","5"
"loc_qm_indiranagar","QM-PAN-0190-A","false","8100","7350","4263","662","0","5"
"loc_qm_koramangala","QM-PAN-0191-A","true","8500","7800","5109","624","33","8"
"loc_qm_bellandur","QM-PAN-0192-A","true","8600","7850","5142","550","34","8"
"loc_qm_bellandur","QM-PAN-0193-A","true","8300","7700","4851","539","10","7"
"loc_qm_indiranagar","QM-PAN-0193-A","true","8200","7700","4466","616","23","5"
"loc_qm_bellandur","QM-PAN-0194-A","true","8000","7600","4598","532","32","6"
"loc_qm_indiranagar","QM-PAN-0194-A","true","8000","7600","4408","684","16","5"
"loc_qm_koramangala","QM-PAN-0195-A","true","8300","7650","4437","612","7","5"
"loc_qm_indiranagar","QM-PAN-0195-A","true","8500","7650","4437","765","9","5"
"loc_qm_koramangala","QM-PAN-0196-A","true","8600","8150","5338","571","12","8"
"loc_qm_bellandur","QM-PAN-0197-A","true","8500","8100","5306","567","6","8"
"loc_qm_koramangala","QM-PAN-0198-A","true","8500","8100","5508","729","22","9"
"loc_qm_indiranagar","QM-PAN-0198-A","true","8600","8000","4640","720","34","5"
"loc_qm_bellandur","QM-PAN-0199-A","true","8600","8000","4840","560","4","6"
"loc_qm_indiranagar","QM-PAN-0199-A","true","8400","7900","4582","790","27","5"
"loc_qm_bellandur","QM-PAN-0200-A","true","8300","7900","4582","553","26","5"
"loc_qm_indiranagar","QM-PAN-0200-A","true","8200","7800","4524","546","20","5"
"loc_qm_koramangala","QM-PAN-0201-A","true","8000","7350","4814","735","37","8"
"loc_qm_bellandur","QM-PAN-0202-A","true","8400","7800","5109","546","24","8"
"loc_qm_bellandur","QM-PAN-0203-A","true","8100","7700","4851","539","46","7"
"loc_qm_indiranagar","QM-PAN-0203-A","true","8300","7650","4437","765","45","5"
"loc_qm_koramangala","QM-PAN-0204-A","true","8200","7800","4914","546","6","7"
"loc_qm_indiranagar","QM-PAN-0204-A","true","8100","7550","4379","529","38","5"
"loc_qm_bellandur","QM-PAN-0205-A","true","8200","7650","4437","536","44","5"
"loc_qm_indiranagar","QM-PAN-0205-A","true","8600","8100","4698","648","31","5"
"loc_qm_koramangala","QM-PAN-0206-A","true","8100","7700","5044","693","16","8"
"loc_qm_bellandur","QM-PAN-0207-A","true","8300","7550","4945","529","42","8"
"loc_qm_bellandur","QM-PAN-0208-A","true","8000","7450","4694","522","18","7"
"loc_qm_indiranagar","QM-PAN-0208-A","true","8000","7300","4234","511","10","5"
"loc_qm_bellandur","QM-PAN-0209-A","true","8400","8000","4840","560","40","6"
"loc_qm_indiranagar","QM-PAN-0209-A","true","8500","7800","4524","624","49","5"
"loc_qm_koramangala","QM-PAN-0210-A","true","8600","8150","4727","734","36","5"
"loc_qm_indiranagar","QM-PAN-0210-A","true","8300","7700","4466","693","42","5"
"loc_qm_koramangala","QM-PET-0211-A","true","18200","16750","10971","1340","41","8"
"loc_qm_bellandur","QM-PET-0212-A","true","18200","17300","11332","1211","14","8"
"loc_qm_koramangala","QM-PET-0213-A","true","18100","16650","11322","1665","5","9"
"loc_qm_indiranagar","QM-PET-0213-A","true","18400","16550","9599","1324","21","5"
"loc_qm_bellandur","QM-PET-0214-A","true","18300","17000","10285","1190","12","6"
"loc_qm_indiranagar","QM-PET-0214-A","true","18200","16550","9599","1490","14","5"
"loc_qm_bellandur","QM-PET-0215-A","true","18000","17100","9918","1197","34","5"
"loc_qm_indiranagar","QM-PET-0215-A","true","18000","16550","9599","1655","7","5"
"loc_qm_koramangala","QM-PET-0216-A","true","18300","17400","11397","1218","20","8"
"loc_qm_bellandur","QM-PET-0217-A","true","18100","16850","11037","1180","32","8"
"loc_qm_bellandur","QM-PET-0218-A","true","18500","17600","11088","1232","8","7"
"loc_qm_indiranagar","QM-PET-0218-A","true","18100","17200","9976","1548","32","5"
"loc_qm_koramangala","QM-PET-0219-A","false","18500","17000","10710","1360","0","7"
"loc_qm_indiranagar","QM-PET-0219-A","false","18600","16750","9715","1675","0","5"
"loc_qm_bellandur","QM-PET-0220-A","true","18600","17300","10034","1211","6","5"
"loc_qm_indiranagar","QM-PET-0220-A","true","18400","16750","9715","1173","18","5"
"loc_qm_koramangala","QM-PET-0221-A","true","18400","16950","11102","1695","45","8"
"loc_qm_bellandur","QM-PET-0222-A","true","18000","16400","10742","1148","4","8"
"loc_qm_bellandur","QM-PET-0223-A","true","18400","17100","10773","1197","26","7"
"loc_qm_indiranagar","QM-PET-0223-A","true","18500","17400","10092","1740","43","5"
"loc_qm_bellandur","QM-PET-0224-A","true","18100","17200","10406","1204","48","6"
"loc_qm_indiranagar","QM-PET-0224-A","true","18300","17400","10092","1218","36","5"
"loc_qm_koramangala","QM-PET-0225-A","true","18200","16750","9715","1675","19","5"
"loc_qm_indiranagar","QM-PET-0225-A","true","18100","16300","9454","1304","29","5"
"loc_qm_koramangala","QM-PET-0226-A","true","18500","17600","11528","1584","24","8"
"loc_qm_bellandur","QM-PET-0227-A","true","18600","17650","11561","1236","22","8"
"loc_qm_koramangala","QM-PET-0228-A","true","18400","17500","11900","1225","34","9"
"loc_qm_indiranagar","QM-PET-0228-A","true","18200","16950","9831","1187","8","5"
"loc_qm_bellandur","QM-PET-0229-A","true","18000","16750","10134","1173","20","6"
"loc_qm_indiranagar","QM-PET-0229-A","true","18000","16900","9802","1352","47","5"
"loc_qm_bellandur","QM-PET-0230-A","true","18400","17500","10150","1225","42","5"
"loc_qm_indiranagar","QM-PET-0230-A","true","18500","17600","10208","1584","40","5"
"loc_qm_koramangala","QM-PET-0231-A","true","18600","17100","11201","1368","49","8"
"loc_qm_bellandur","QM-PET-0232-A","true","18500","17200","11266","1204","40","8"
"loc_qm_bellandur","QM-PET-0233-A","true","18200","17300","10899","1211","16","7"
"loc_qm_indiranagar","QM-PET-0233-A","true","18600","17100","9918","1368","19","5"
"loc_qm_koramangala","QM-PET-0234-A","true","18100","17200","10836","1548","18","7"
"loc_qm_indiranagar","QM-PET-0234-A","true","18400","17100","9918","1539","12","5"
"loc_qm_bellandur","QM-PET-0235-A","true","18300","17000","9860","1190","14","5"
"loc_qm_indiranagar","QM-PET-0235-A","true","18200","17100","9918","1710","5","5"
"loc_qm_koramangala","QM-PET-0236-A","true","18000","17100","11201","1197","28","8"
"loc_qm_bellandur","QM-PET-0237-A","true","18400","16750","10971","1173","12","8"
"loc_qm_bellandur","QM-PET-0238-A","true","18100","16850","10616","1180","34","7"
"loc_qm_indiranagar","QM-PET-0238-A","true","18300","16650","9657","1499","30","5"
"loc_qm_bellandur","QM-PET-0239-A","true","18500","17600","10648","1232","10","6"
"loc_qm_indiranagar","QM-PET-0239-A","true","18100","16650","9657","1665","23","5"
"loc_qm_koramangala","QM-PET-0240-A","true","18500","17600","10208","1232","48","5"
"loc_qm_indiranagar","QM-PET-0240-A","true","18600","17300","10034","1211","16","5"
"loc_qm_koramangala","QM-BAB-0241-A","true","12100","11150","7303","1115","7","8"
"loc_qm_bellandur","QM-BAB-0242-A","true","12300","11700","7664","819","30","8"
"loc_qm_koramangala","QM-BAB-0243-A","true","12000","11050","7514","884","17","9"
"loc_qm_indiranagar","QM-BAB-0243-A","true","12000","10800","6264","1080","41","5"
"loc_qm_bellandur","QM-BAB-0244-A","true","12400","11550","6988","809","28","6"
"loc_qm_indiranagar","QM-BAB-0244-A","true","12500","11400","6612","798","34","5"
"loc_qm_bellandur","QM-BAB-0245-A","true","12100","11500","6670","805","4","5"
"loc_qm_indiranagar","QM-BAB-0245-A","true","12300","11300","6554","904","27","5"
"loc_qm_koramangala","QM-BAB-0246-A","true","12200","11600","7598","1044","32","8"
"loc_qm_bellandur","QM-BAB-0247-A","true","12200","11350","7434","795","48","8"
"loc_qm_bellandur","QM-BAB-0248-A","false","12600","11950","7529","837","0","7"
"loc_qm_indiranagar","QM-BAB-0248-A","false","12400","11800","6844","826","0","5"
"loc_qm_koramangala","QM-BAB-0249-A","true","12400","11400","7182","1140","47","7"
"loc_qm_indiranagar","QM-BAB-0249-A","true","12200","11000","6380","880","45","5"
"loc_qm_bellandur","QM-BAB-0250-A","true","12000","11150","6467","781","22","5"
"loc_qm_indiranagar","QM-BAB-0250-A","true","12000","10900","6322","981","38","5"
"loc_qm_koramangala","QM-SNK-0001-B","true","7840","7300","4782","511","48","8"
"loc_qm_koramangala","QM-SNK-0002-A","true","5000","4750","2993","333","24","7"
"loc_qm_koramangala","QM-SNK-0003-A","true","5100","4750","2755","333","22","5"
"loc_qm_koramangala","QM-SNK-0004-A","true","4500","4100","2686","287","20","8"
"loc_qm_koramangala","QM-SNK-0004-B","true","8140","7550","4757","529","42","7"
"loc_qm_koramangala","QM-SNK-0005-A","true","4600","4350","2632","305","18","6"
"loc_qm_koramangala","QM-SNK-0006-B","true","8340","7900","5175","553","38","8"
"loc_qm_koramangala","QM-SNK-0007-B","true","7740","7200","4356","504","36","6"
"loc_qm_koramangala","QM-SNK-0008-A","true","4900","4650","2697","326","12","5"
"loc_qm_koramangala","QM-SNK-0009-A","true","5000","4650","3046","326","10","8"
"loc_qm_koramangala","QM-SNK-0009-B","true","7940","7550","4757","529","32","7"
"loc_qm_koramangala","QM-SNK-0010-B","true","8040","7500","4350","525","30","5"
"loc_qm_koramangala","QM-SNK-0011-B","true","8140","7400","4847","518","28","8"
"loc_qm_koramangala","QM-SNK-0012-A","true","4600","4300","2709","301","4","7"
"loc_qm_koramangala","QM-SNK-0012-B","true","8240","7850","4749","550","26","6"
"loc_qm_koramangala","QM-SNK-0014-A","true","4800","4550","2980","319","46","8"
"loc_qm_koramangala","QM-SNK-0015-A","false","4900","4550","2753","319","0","6"
"loc_qm_koramangala","QM-SNK-0015-B","true","7840","7450","4321","522","20","5"
"loc_qm_koramangala","QM-SNK-0016-B","true","7940","7400","4847","518","18","8"
"loc_qm_koramangala","QM-SNK-0017-A","true","5100","4850","3056","340","40","7"
"loc_qm_koramangala","QM-SNK-0018-A","true","4500","4200","2436","294","38","5"
"loc_qm_koramangala","QM-SNK-0019-A","true","4600","4200","2751","294","36","8"
"loc_qm_koramangala","QM-SNK-0019-B","true","8240","7650","4820","536","12","7"
"loc_qm_koramangala","QM-SNK-0020-A","true","4700","4450","2692","312","34","6"
"loc_qm_koramangala","QM-SNK-0021-B","true","7740","7350","4814","515","8","8"
"loc_qm_koramangala","QM-SNK-0022-B","true","7840","7300","4417","511","6","6"
"loc_qm_koramangala","QM-SNK-0023-A","true","5000","4750","2755","333","28","5"
"loc_qm_koramangala","QM-SNK-0024-A","true","5100","4750","3111","333","26","8"
"loc_qm_koramangala","QM-SNK-0024-B","true","8040","7650","4820","536","48","7"
"loc_qm_koramangala","QM-SNK-0025-B","true","8140","7550","4379","529","46","5"
"loc_qm_koramangala","QM-SNK-0026-B","true","8240","7500","4913","525","44","8"
"loc_qm_koramangala","QM-SNK-0027-A","true","4700","4350","2741","305","20","7"
"loc_qm_koramangala","QM-SNK-0027-B","true","8340","7900","4780","553","42","6"
"loc_qm_koramangala","QM-SNK-0029-A","true","4900","4650","3046","326","16","8"
"loc_qm_koramangala","QM-SNK-0030-A","true","5000","4650","2813","326","14","6"
"loc_qm_koramangala","QM-SNK-0030-B","true","7940","7550","4379","529","36","5"
"loc_qm_koramangala","QM-BEV-0031-B","true","6320","5900","3865","413","34","8"
"loc_qm_koramangala","QM-BEV-0032-A","true","3500","3350","2111","235","10","7"
"loc_qm_koramangala","QM-BEV-0033-A","true","3600","3350","1943","235","8","5"
"loc_qm_koramangala","QM-BEV-0034-A","true","3700","3350","2194","235","6","8"
"loc_qm_koramangala","QM-BEV-0034-B","true","6620","6150","3875","431","28","7"
"loc_qm_koramangala","QM-BEV-0035-A","true","3800","3600","2178","252","4","6"
"loc_qm_koramangala","QM-BEV-0036-B","true","6120","5800","3799","406","24","8"
"loc_qm_koramangala","QM-BEV-0037-B","true","6220","5800","3509","406","22","6"
"loc_qm_koramangala","QM-BEV-0038-A","true","4100","3900","2262","273","44","5"
"loc_qm_koramangala","QM-BEV-0039-A","true","3500","3250","2129","228","42","8"
"loc_qm_koramangala","QM-BEV-0039-B","true","6420","6100","3843","427","18","7"
"loc_qm_koramangala","QM-BEV-0040-B","true","6520","6050","3509","424","16","5"
"loc_qm_koramangala","QM-BEV-0041-B","true","6620","6000","3930","420","14","8"
"loc_qm_koramangala","QM-BEV-0042-A","true","3800","3550","2237","249","36","7"
"loc_qm_koramangala","QM-BEV-0042-B","true","6020","5700","3449","399","12","6"
"loc_qm_koramangala","QM-BEV-0044-A","false","4000","3800","2489","266","0","8"
"loc_qm_koramangala","QM-BEV-0045-A","true","4100","3800","2299","266","30","6"
"loc_qm_koramangala","QM-BEV-0045-B","true","6320","6000","3480","420","6","5"
"loc_qm_koramangala","QM-BEV-0046-B","true","6420","5950","3897","417","4","8"
"loc_qm_koramangala","QM-BEV-0047-A","true","3600","3400","2142","238","26","7"
"loc_qm_koramangala","QM-BEV-0048-A","true","3700","3450","2001","242","24","5"
"loc_qm_koramangala","QM-BEV-0049-A","true","3800","3450","2260","242","22","8"
"loc_qm_koramangala","QM-BEV-0049-B","true","6020","5600","3528","392","44","7"
"loc_qm_koramangala","QM-BEV-0050-A","true","3900","3700","2239","259","20","6"
"loc_qm_koramangala","QM-BEV-0051-B","true","6220","5900","3865","413","40","8"
"loc_qm_koramangala","QM-BEV-0052-B","true","6320","5900","3570","413","38","6"
"loc_qm_koramangala","QM-BEV-0053-A","true","3500","3350","1943","235","14","5"
"loc_qm_koramangala","QM-BEV-0054-A","true","3600","3350","2194","235","12","8"
"loc_qm_koramangala","QM-BEV-0054-B","true","6520","6200","3906","434","34","7"
"loc_qm_koramangala","QM-BEV-0055-B","true","6620","6150","3567","431","32","5"
"loc_qm_koramangala","QM-BEV-0056-B","true","6020","5500","3603","385","30","8"
"loc_qm_koramangala","QM-BEV-0057-A","true","3900","3650","2300","256","6","7"
"loc_qm_koramangala","QM-BEV-0057-B","true","6120","5800","3509","406","28","6"
"loc_qm_koramangala","QM-BEV-0059-A","true","4100","3900","2555","273","48","8"
"loc_qm_koramangala","QM-BEV-0060-A","true","3500","3250","1966","228","46","6"
"loc_qm_koramangala","QM-BEV-0060-B","true","6420","6100","3538","427","22","5"
"loc_qm_koramangala","QM-FPR-0061-B","true","9960","9550","6255","669","20","3"
"loc_qm_koramangala","QM-FPR-0062-A","true","5700","5450","3434","382","42","3"
"loc_qm_koramangala","QM-FPR-0063-A","true","5800","5550","3219","389","40","3"
"loc_qm_koramangala","QM-FPR-0064-A","true","5900","5650","3701","396","38","3"
"loc_qm_koramangala","QM-FPR-0064-B","true","9560","9200","5796","644","14","3"
"loc_qm_koramangala","QM-FPR-0065-A","true","6000","5750","3479","403","36","3"
"loc_qm_koramangala","QM-FPR-0066-B","true","9760","9350","6124","655","10","3"
"loc_qm_koramangala","QM-FPR-0067-B","true","9860","9450","5717","662","8","3"
"loc_qm_koramangala","QM-FPR-0068-A","true","5600","5400","3132","378","30","3"
"loc_qm_koramangala","QM-FPR-0069-A","true","5700","5450","3570","382","28","3"
"loc_qm_koramangala","QM-FPR-0069-B","true","10060","9650","6080","676","4","3"
"loc_qm_koramangala","QM-FPR-0070-B","true","9460","9100","5278","637","48","3"
"loc_qm_koramangala","QM-FPR-0071-B","true","9560","9200","6026","644","46","3"
"loc_qm_koramangala","QM-FPR-0072-A","true","6000","5750","3623","403","22","3"
"loc_qm_koramangala","QM-FPR-0072-B","true","9660","9250","5596","648","44","3"
"loc_qm_koramangala","QM-FPR-0074-A","true","5500","5300","3472","371","18","3"
"loc_qm_koramangala","QM-FPR-0075-A","true","5600","5400","3267","378","16","3"
"loc_qm_koramangala","QM-FPR-0075-B","true","9960","9550","5539","669","38","3"
"loc_qm_koramangala","QM-FPR-0076-B","true","10060","9650","6321","676","36","3"
"loc_qm_koramangala","QM-FPR-0077-A","true","5800","5550","3497","389","12","3"
"loc_qm_koramangala","QM-FPR-0078-A","true","5900","5650","3277","396","10","3"
"loc_qm_koramangala","QM-FPR-0079-A","true","6000","5750","3766","403","8","3"
"loc_qm_koramangala","QM-FPR-0079-B","true","9660","9250","5828","648","30","3"
"loc_qm_koramangala","QM-FPR-0080-A","true","6100","5850","3539","410","6","3"
