sku_id,product_id,name,variant_label,net_quantity,net_unit,pack_count,gtin,lifecycle,storage_class,perishable,shelf_life_days,max_order_quantity,hsn_code,attributes_json
QM-BEV-0044-B,prd_qm_pourhouse_cardamom_tea,Cardamom Tea - family pack,family pack,1000,ml,1,8900000000431,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_cardamom_tea"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0045-A,prd_qm_sunsip_green_tea_bags,Green Tea Bags - standard pack,standard pack,750,ml,1,8900000000440,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_green_tea_bags"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0045-B,prd_qm_sunsip_green_tea_bags,Green Tea Bags - family pack,family pack,1000,ml,1,8900000000441,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_green_tea_bags"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0046-A,prd_qm_fizzyleaf_ginger_tulsi_tea,Ginger Tulsi Tea - standard pack,standard pack,750,ml,1,8900000000450,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_ginger_tulsi_tea"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0046-B,prd_qm_fizzyleaf_ginger_tulsi_tea,Ginger Tulsi Tea - family pack,family pack,1000,ml,1,8900000000451,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_ginger_tulsi_tea"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0047-A,prd_qm_pourhouse_instant_coffee_original,Instant Coffee Original - standard pack,standard pack,750,ml,1,8900000000460,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_instant_coffee_original"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0047-B,prd_qm_pourhouse_instant_coffee_original,Instant Coffee Original - family pack,family pack,1000,ml,1,8900000000461,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_instant_coffee_original"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0048-A,prd_qm_sunsip_dark_roast_coffee,Dark Roast Coffee - standard pack,standard pack,750,ml,1,8900000000470,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_dark_roast_coffee"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0048-B,prd_qm_sunsip_dark_roast_coffee,Dark Roast Coffee - family pack,family pack,1000,ml,1,8900000000471,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_dark_roast_coffee"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0049-A,prd_qm_fizzyleaf_filter_coffee_blend,Filter Coffee Blend - standard pack,standard pack,750,ml,1,8900000000480,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_filter_coffee_blend"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0049-B,prd_qm_fizzyleaf_filter_coffee_blend,Filter Coffee Blend - family pack,family pack,1000,ml,1,8900000000481,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_filter_coffee_blend"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0050-A,prd_qm_pourhouse_cold_coffee_can,Cold Coffee Can - standard pack,standard pack,750,ml,1,8900000000490,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_cold_coffee_can"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0050-B,prd_qm_pourhouse_cold_coffee_can,Cold Coffee Can - family pack,family pack,1000,ml,1,8900000000491,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_cold_coffee_can"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0051-A,prd_qm_sunsip_cocoa_malt_drink,Cocoa Malt Drink - standard pack,standard pack,750,ml,1,8900000000500,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_cocoa_malt_drink"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0051-B,prd_qm_sunsip_cocoa_malt_drink,Cocoa Malt Drink - family pack,family pack,1000,ml,1,8900000000501,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_cocoa_malt_drink"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0052-A,prd_qm_fizzyleaf_salted_buttermilk,Salted Buttermilk - standard pack,standard pack,750,ml,1,8900000000510,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_salted_buttermilk"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0052-B,prd_qm_fizzyleaf_salted_buttermilk,Salted Buttermilk - family pack,family pack,1000,ml,1,8900000000511,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_salted_buttermilk"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0053-A,prd_qm_pourhouse_plain_lassi,Plain Lassi - standard pack,standard pack,750,ml,1,8900000000520,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_plain_lassi"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0053-B,prd_qm_pourhouse_plain_lassi,Plain Lassi - family pack,family pack,1000,ml,1,8900000000521,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_plain_lassi"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0054-A,prd_qm_sunsip_mango_lassi,Mango Lassi - standard pack,standard pack,750,ml,1,8900000000530,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_mango_lassi"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0054-B,prd_qm_sunsip_mango_lassi,Mango Lassi - family pack,family pack,1000,ml,1,8900000000531,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_mango_lassi"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0055-A,prd_qm_fizzyleaf_berry_fruit_drink,Berry Fruit Drink - standard pack,standard pack,750,ml,1,8900000000540,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_berry_fruit_drink"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0055-B,prd_qm_fizzyleaf_berry_fruit_drink,Berry Fruit Drink - family pack,family pack,1000,ml,1,8900000000541,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_berry_fruit_drink"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0056-A,prd_qm_pourhouse_pomegranate_juice,Pomegranate Juice - standard pack,standard pack,750,ml,1,8900000000550,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_pomegranate_juice"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0056-B,prd_qm_pourhouse_pomegranate_juice,Pomegranate Juice - family pack,family pack,1000,ml,1,8900000000551,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_pomegranate_juice"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0057-A,prd_qm_sunsip_apple_juice,Apple Juice - standard pack,standard pack,750,ml,1,8900000000560,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_apple_juice"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0057-B,prd_qm_sunsip_apple_juice,Apple Juice - family pack,family pack,1000,ml,1,8900000000561,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_apple_juice"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0058-A,prd_qm_fizzyleaf_orange_juice,Orange Juice - standard pack,standard pack,750,ml,1,8900000000570,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_orange_juice"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0058-B,prd_qm_fizzyleaf_orange_juice,Orange Juice - family pack,family pack,1000,ml,1,8900000000571,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_fizzyleaf_orange_juice"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0059-A,prd_qm_pourhouse_lemonade,Lemonade - standard pack,standard pack,750,ml,1,8900000000580,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_lemonade"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0059-B,prd_qm_pourhouse_lemonade,Lemonade - family pack,family pack,1000,ml,1,8900000000581,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_pourhouse_lemonade"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-BEV-0060-A,prd_qm_sunsip_electrolyte_orange_drink,Electrolyte Orange Drink - standard pack,standard pack,750,ml,1,8900000000590,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_electrolyte_orange_drink"",""variant_type"":""standard"",""display_pack_size"":""750 ml"",""storage"":""ambient""}"
QM-BEV-0060-B,prd_qm_sunsip_electrolyte_orange_drink,Electrolyte Orange Drink - family pack,family pack,1000,ml,1,8900000000591,active,ambient,false,90,12,1905,"{""source_product_id"":""prd_qm_sunsip_electrolyte_orange_drink"",""variant_type"":""larger"",""display_pack_size"":""1000 ml"",""storage"":""ambient""}"
QM-FPR-0061-A,prd_qm_greenbasket_robusta_banana,Robusta Banana - standard pack,standard pack,500,g,1,8900000000600,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_robusta_banana"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0061-B,prd_qm_greenbasket_robusta_banana,Robusta Banana - family pack,family pack,1000,g,1,8900000000601,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_robusta_banana"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0062-A,prd_qm_dailyharvest_alphonso_mango,Alphonso Mango - standard pack,standard pack,500,g,1,8900000000610,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_alphonso_mango"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0062-B,prd_qm_dailyharvest_alphonso_mango,Alphonso Mango - family pack,family pack,1000,g,1,8900000000611,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_alphonso_mango"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0063-A,prd_qm_freshroute_kesar_mango,Kesar Mango - standard pack,standard pack,500,g,1,8900000000620,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_kesar_mango"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0063-B,prd_qm_freshroute_kesar_mango,Kesar Mango - family pack,family pack,1000,g,1,8900000000621,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_kesar_mango"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0064-A,prd_qm_greenbasket_red_delicious_apple,Red Delicious Apple - standard pack,standard pack,500,g,1,8900000000630,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_red_delicious_apple"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0064-B,prd_qm_greenbasket_red_delicious_apple,Red Delicious Apple - family pack,family pack,1000,g,1,8900000000631,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_red_delicious_apple"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0065-A,prd_qm_dailyharvest_green_apple,Green Apple - standard pack,standard pack,500,g,1,8900000000640,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_green_apple"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0065-B,prd_qm_dailyharvest_green_apple,Green Apple - family pack,family pack,1000,g,1,8900000000641,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_green_apple"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0066-A,prd_qm_freshroute_nagpur_orange,Nagpur Orange - standard pack,standard pack,500,g,1,8900000000650,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_nagpur_orange"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0066-B,prd_qm_freshroute_nagpur_orange,Nagpur Orange - family pack,family pack,1000,g,1,8900000000651,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_nagpur_orange"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0067-A,prd_qm_greenbasket_sweet_lime,Sweet Lime - standard pack,standard pack,500,g,1,8900000000660,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_sweet_lime"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0067-B,prd_qm_greenbasket_sweet_lime,Sweet Lime - family pack,family pack,1000,g,1,8900000000661,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_sweet_lime"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0068-A,prd_qm_dailyharvest_papaya,Papaya - standard pack,standard pack,500,g,1,8900000000670,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_papaya"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0068-B,prd_qm_dailyharvest_papaya,Papaya - family pack,family pack,1000,g,1,8900000000671,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_papaya"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0069-A,prd_qm_freshroute_pomegranate,Pomegranate - standard pack,standard pack,500,g,1,8900000000680,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_pomegranate"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0069-B,prd_qm_freshroute_pomegranate,Pomegranate - family pack,family pack,1000,g,1,8900000000681,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_pomegranate"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0070-A,prd_qm_greenbasket_green_grapes,Green Grapes - standard pack,standard pack,500,g,1,8900000000690,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_green_grapes"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0070-B,prd_qm_greenbasket_green_grapes,Green Grapes - family pack,family pack,1000,g,1,8900000000691,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_green_grapes"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0071-A,prd_qm_dailyharvest_black_grapes,Black Grapes - standard pack,standard pack,500,g,1,8900000000700,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_black_grapes"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0071-B,prd_qm_dailyharvest_black_grapes,Black Grapes - family pack,family pack,1000,g,1,8900000000701,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_black_grapes"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0072-A,prd_qm_freshroute_guava,Guava - standard pack,standard pack,500,g,1,8900000000710,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_guava"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0072-B,prd_qm_freshroute_guava,Guava - family pack,family pack,1000,g,1,8900000000711,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_guava"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0073-A,prd_qm_greenbasket_pineapple,Pineapple - standard pack,standard pack,500,g,1,8900000000720,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_pineapple"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0073-B,prd_qm_greenbasket_pineapple,Pineapple - family pack,family pack,1000,g,1,8900000000721,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_pineapple"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0074-A,prd_qm_dailyharvest_watermelon,Watermelon - standard pack,standard pack,500,g,1,8900000000730,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_watermelon"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0074-B,prd_qm_dailyharvest_watermelon,Watermelon - family pack,family pack,1000,g,1,8900000000731,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_watermelon"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0075-A,prd_qm_freshroute_muskmelon,Muskmelon - standard pack,standard pack,500,g,1,8900000000740,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_muskmelon"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0075-B,prd_qm_freshroute_muskmelon,Muskmelon - family pack,family pack,1000,g,1,8900000000741,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_muskmelon"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0076-A,prd_qm_greenbasket_kiwi,Kiwi - standard pack,standard pack,500,g,1,8900000000750,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_kiwi"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0076-B,prd_qm_greenbasket_kiwi,Kiwi - family pack,family pack,1000,g,1,8900000000751,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_kiwi"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0077-A,prd_qm_dailyharvest_pear,Pear - standard pack,standard pack,500,g,1,8900000000760,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_pear"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0077-B,prd_qm_dailyharvest_pear,Pear - family pack,family pack,1000,g,1,8900000000761,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_pear"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0078-A,prd_qm_freshroute_dragon_fruit,Dragon Fruit - standard pack,standard pack,500,g,1,8900000000770,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_dragon_fruit"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0078-B,prd_qm_freshroute_dragon_fruit,Dragon Fruit - family pack,family pack,1000,g,1,8900000000771,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_dragon_fruit"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0079-A,prd_qm_greenbasket_tender_coconut,Tender Coconut - standard pack,standard pack,500,g,1,8900000000780,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_tender_coconut"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0079-B,prd_qm_greenbasket_tender_coconut,Tender Coconut - family pack,family pack,1000,g,1,8900000000781,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_tender_coconut"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0080-A,prd_qm_dailyharvest_strawberry,Strawberry - standard pack,standard pack,500,g,1,8900000000790,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_strawberry"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0080-B,prd_qm_dailyharvest_strawberry,Strawberry - family pack,family pack,1000,g,1,8900000000791,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_strawberry"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0081-A,prd_qm_freshroute_blueberry,Blueberry - standard pack,standard pack,500,g,1,8900000000800,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_blueberry"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0081-B,prd_qm_freshroute_blueberry,Blueberry - family pack,family pack,1000,g,1,8900000000801,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_blueberry"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0082-A,prd_qm_greenbasket_chikoo,Chikoo - standard pack,standard pack,500,g,1,8900000000810,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_chikoo"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0082-B,prd_qm_greenbasket_chikoo,Chikoo - family pack,family pack,1000,g,1,8900000000811,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_chikoo"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0083-A,prd_qm_dailyharvest_plum,Plum - standard pack,standard pack,500,g,1,8900000000820,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_plum"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0083-B,prd_qm_dailyharvest_plum,Plum - family pack,family pack,1000,g,1,8900000000821,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_plum"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0084-A,prd_qm_freshroute_peach,Peach - standard pack,standard pack,500,g,1,8900000000830,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_peach"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0084-B,prd_qm_freshroute_peach,Peach - family pack,family pack,1000,g,1,8900000000831,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_peach"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0085-A,prd_qm_greenbasket_litchi,Litchi - standard pack,standard pack,500,g,1,8900000000840,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_litchi"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0085-B,prd_qm_greenbasket_litchi,Litchi - family pack,family pack,1000,g,1,8900000000841,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_litchi"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0086-A,prd_qm_dailyharvest_avocado,Avocado - standard pack,standard pack,500,g,1,8900000000850,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_avocado"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0086-B,prd_qm_dailyharvest_avocado,Avocado - family pack,family pack,1000,g,1,8900000000851,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_avocado"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0087-A,prd_qm_freshroute_hybrid_tomato,Hybrid Tomato - standard pack,standard pack,500,g,1,8900000000860,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_hybrid_tomato"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0087-B,prd_qm_freshroute_hybrid_tomato,Hybrid Tomato - family pack,family pack,1000,g,1,8900000000861,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_hybrid_tomato"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0088-A,prd_qm_greenbasket_red_onion,Red Onion - standard pack,standard pack,500,g,1,8900000000870,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_red_onion"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0088-B,prd_qm_greenbasket_red_onion,Red Onion - family pack,family pack,1000,g,1,8900000000871,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_greenbasket_red_onion"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0089-A,prd_qm_dailyharvest_table_potato,Table Potato - standard pack,standard pack,500,g,1,8900000000880,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_table_potato"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0089-B,prd_qm_dailyharvest_table_potato,Table Potato - family pack,family pack,1000,g,1,8900000000881,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_dailyharvest_table_potato"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-FPR-0090-A,prd_qm_freshroute_green_capsicum,Green Capsicum - standard pack,standard pack,500,g,1,8900000000890,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_green_capsicum"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""ambient""}"
QM-FPR-0090-B,prd_qm_freshroute_green_capsicum,Green Capsicum - family pack,family pack,1000,g,1,8900000000891,active,ambient,true,5,4,0709,"{""source_product_id"":""prd_qm_freshroute_green_capsicum"",""variant_type"":""larger"",""display_pack_size"":""1000 g"",""storage"":""ambient""}"
QM-MTS-0091-A,prd_qm_harborcatch_chicken_curry_cut,Chicken Curry Cut - standard pack,standard pack,500,g,1,8900000000900,active,chilled,true,3,4,0207,"{""source_product_id"":""prd_qm_harborcatch_chicken_curry_cut"",""variant_type"":""standard"",""display_pack_size"":""500 g"",""storage"":""chilled""}"
